engine_hp,msrp
275.0,36115
275.0,29780
275.0,33865
275.0,32030
291.0,32960
291.0,26760
291.0,30770
302.0,34990
291.0,28950
302.0,37190
285.0,34020
285.0,27980
300.0,37105
300.0,34970
285.0,30115
285.0,31885
285.0,35615
300.0,36535
285.0,30625
285.0,32760
300.0,38670
285.0,33480
660.0,643330
200.0,38325
200.0,42095
200.0,35595
200.0,39545
200.0,42745
200.0,36145
200.0,31995
152.0,22075
261.0,25645
261.0,24775
261.0,28850
261.0,30900
152.0,17520
261.0,25125
261.0,23245
261.0,27825
152.0,18825
261.0,25979
261.0,25279
261.0,28279
152.0,17595
261.0,29150
152.0,22479
152.0,19299
152.0,17899
261.0,28699
261.0,25699
152.0,22799
261.0,29550
261.0,26299
182.0,26270
182.0,26170
182.0,27920
182.0,28170
182.0,31920
182.0,33670
182.0,24520
182.0,22120
182.0,29920
182.0,22600
182.0,31490
182.0,29740
182.0,26960
182.0,28200
182.0,25210
182.0,26450
182.0,25510
182.0,27260
182.0,26750
182.0,23100
182.0,31790
182.0,30040
182.0,28500
429.0,61250
429.0,68500
429.0,61500
429.0,68750
429.0,68750
429.0,61500
156.0,2000
156.0,2000
200.0,40580
200.0,41020
200.0,41820
210.0,31505
210.0,31505
210.0,31725
225.0,31725
225.0,32175
218.0,32300
268.0,37700
268.0,40440
268.0,38100
268.0,38900
420.0,85795
420.0,83195
420.0,78695
420.0,87070
420.0,77295
420.0,74695
420.0,82570
420.0,92275
420.0,75970
420.0,81295
420.0,84470
420.0,78570
420.0,94875
420.0,79970
420.0,80045
420.0,82645
420.0,87145
420.0,75970
420.0,78570
420.0,84545
420.0,92350
420.0,94950
420.0,83995
420.0,95195
420.0,81395
420.0,88495
420.0,78995
420.0,76395
420.0,97795
420.0,85895
403.0,67350
403.0,69740
403.0,62160
403.0,69640
403.0,63060
403.0,67250
403.0,69640
403.0,63060
403.0,67250
332.0,88435
332.0,76685
332.0,85935
332.0,74135
332.0,76400
332.0,83295
332.0,85845
332.0,73850
332.0,74425
332.0,83870
332.0,76975
332.0,86420
420.0,80195
420.0,84070
420.0,91875
420.0,76970
420.0,71695
420.0,72970
420.0,75570
420.0,81470
420.0,82795
420.0,78295
420.0,75695
420.0,79570
420.0,74295
420.0,89275
420.0,81545
420.0,89350
420.0,79645
420.0,84145
420.0,91950
420.0,77045
420.0,75570
420.0,72970
420.0,92195
420.0,80995
420.0,82895
420.0,85495
420.0,94795
420.0,75995
420.0,73395
420.0,78395
177.0,31975
177.0,33725
177.0,29645
177.0,31395
177.0,34120
177.0,32370
177.0,31610
177.0,29860
177.0,30570
177.0,34830
177.0,32320
177.0,33080
178.0,29735
178.0,25650
178.0,27400
168.0,23450
178.0,31485
178.0,27540
178.0,25790
178.0,29995
168.0,23590
178.0,31745
168.0,23600
130.0,12340
130.0,14315
130.0,12815
110.0,15015
130.0,13860
110.0,14090
130.0,13205
130.0,14355
130.0,14810
350.0,89825
350.0,90825
350.0,93225
140.0,2000
122.0,2000
95.0,2000
122.0,2000
122.0,2000
122.0,14199
122.0,16499
122.0,15499
122.0,14999
122.0,16699
122.0,15699
122.0,13699
122.0,15799
122.0,13199
122.0,14699
122.0,15899
122.0,14199
122.0,14899
122.0,14699
122.0,13999
122.0,14499
122.0,15199
122.0,13299
122.0,16799
122.0,14799
122.0,14299
122.0,13799
122.0,14799
122.0,16599
122.0,15299
122.0,14299
122.0,15799
201.0,27700
201.0,26200
201.0,26200
201.0,27700
201.0,26200
201.0,27700
400.0,91900
400.0,91900
276.0,64000
276.0,65500
276.0,66800
345.0,77100
345.0,78600
276.0,68300
345.0,78750
276.0,68750
345.0,79980
276.0,69980
297.0,31900
297.0,36850
297.0,33300
297.0,35450
297.0,35200
297.0,37400
297.0,36000
297.0,33800
297.0,33800
297.0,37400
297.0,35200
297.0,36000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
257.0,74995
240.0,65690
240.0,65690
240.0,65690
257.0,70750
257.0,74950
297.0,35200
297.0,36600
297.0,37400
297.0,38800
297.0,38100
297.0,37200
297.0,35800
297.0,39500
325.0,36900
325.0,38300
325.0,39250
325.0,40650
365.0,58185
365.0,62025
365.0,62985
365.0,59375
365.0,66025
365.0,57795
365.0,60835
365.0,64945
365.0,45435
365.0,63375
365.0,48360
365.0,60335
365.0,48145
365.0,62295
365.0,55145
365.0,51070
365.0,41135
365.0,47330
365.0,44055
365.0,44410
365.0,58021
365.0,49150
365.0,62590
365.0,63307
365.0,65957
365.0,58410
365.0,46225
365.0,59940
365.0,51861
365.0,61061
365.0,65510
365.0,66347
365.0,62860
365.0,48936
365.0,55370
365.0,68996
292.0,31320
292.0,31320
210.0,30015
210.0,27925
210.0,25400
292.0,28800
210.0,30015
292.0,26710
210.0,27490
292.0,29235
292.0,31145
210.0,29835
210.0,28510
292.0,33670
292.0,33670
210.0,29835
292.0,29820
292.0,31145
292.0,27295
210.0,32360
210.0,25985
210.0,32360
210.0,33065
210.0,35590
210.0,28210
210.0,35590
210.0,30735
203.0,24055
203.0,21035
203.0,24615
203.0,24240
203.0,21220
203.0,26075
203.0,22265
203.0,23055
203.0,27780
203.0,25285
203.0,23835
203.0,25565
203.0,22545
203.0,25595
203.0,28760
203.0,24890
203.0,26915
203.0,21870
290.0,33000
290.0,40200
290.0,38200
290.0,32700
290.0,30700
365.0,43100
290.0,35000
290.0,35400
290.0,41300
365.0,52970
365.0,43500
290.0,31050
290.0,33050
290.0,43300
290.0,33400
365.0,53235
290.0,33310
280.0,41525
290.0,33625
290.0,31160
365.0,45205
290.0,35775
280.0,43675
136.0,2000
136.0,2000
113.0,2000
136.0,2000
136.0,2000
136.0,2000
136.0,2000
136.0,2000
136.0,2000
113.0,2000
136.0,2000
136.0,2000
136.0,2000
136.0,2000
310.0,32760
195.0,27710
310.0,34525
285.0,34160
310.0,30970
285.0,36030
285.0,31865
285.0,32190
285.0,34485
285.0,35915
285.0,36700
285.0,36355
285.0,34015
285.0,37500
285.0,32990
285.0,35285
285.0,36715
285.0,34815
285.0,37155
202.0,22295
231.0,26160
202.0,23830
202.0,22315
202.0,25730
202.0,20490
202.0,25160
231.0,26460
202.0,22615
202.0,23160
202.0,26575
202.0,19910
202.0,26030
202.0,19610
231.0,22595
231.0,25460
231.0,28975
202.0,23285
231.0,29275
202.0,22985
240.0,4508
360.0,5691
360.0,5860
325.0,45090
282.0,34205
325.0,35310
282.0,36555
385.0,55305
385.0,43785
325.0,39310
282.0,30975
385.0,39485
282.0,31320
282.0,33515
385.0,52545
385.0,35360
325.0,37665
325.0,39610
282.0,36055
282.0,26030
385.0,51585
385.0,49120
282.0,31625
385.0,46140
325.0,33655
385.0,49420
282.0,37630
325.0,41970
282.0,34745
385.0,51885
282.0,30675
325.0,41670
385.0,52845
385.0,41840
282.0,26330
282.0,30090
325.0,31200
282.0,32545
385.0,55010
325.0,42735
282.0,35045
385.0,37815
282.0,40050
282.0,31185
385.0,53775
282.0,37140
282.0,26540
282.0,30600
385.0,52815
385.0,53475
385.0,56235
385.0,40070
385.0,50050
282.0,31905
282.0,35330
282.0,26840
325.0,34165
365.0,58885
325.0,35895
385.0,35870
365.0,62310
282.0,34790
325.0,43490
282.0,32210
282.0,36565
282.0,31485
325.0,40365
282.0,33055
282.0,38215
325.0,40065
325.0,42725
325.0,31710
325.0,45845
385.0,38325
385.0,50350
385.0,42425
385.0,55940
325.0,42425
282.0,34025
282.0,40635
325.0,38250
282.0,35630
385.0,52515
385.0,44540
385.0,46895
325.0,31710
450.0,51310
385.0,56260
385.0,40070
365.0,59600
450.0,48325
325.0,40365
385.0,46895
282.0,26540
282.0,36565
282.0,31905
385.0,44540
325.0,45845
385.0,38325
282.0,31185
325.0,40065
385.0,53704
385.0,54004
282.0,35055
385.0,52835
385.0,42425
385.0,56555
282.0,35630
325.0,34165
282.0,31485
325.0,35895
385.0,50280
282.0,38215
385.0,35870
325.0,42425
282.0,26840
282.0,35330
325.0,43490
282.0,32210
325.0,42725
385.0,50580
282.0,37140
282.0,34790
282.0,30600
282.0,34025
365.0,63025
325.0,38250
282.0,40635
385.0,53135
220.0,3104
220.0,2862
220.0,3433
220.0,3215
220.0,3059
220.0,3214
220.0,3241
220.0,2956
220.0,3394
220.0,2836
220.0,2529
220.0,2577
220.0,2787
220.0,3008
220.0,3156
220.0,3431
220.0,3338
220.0,3138
220.0,3096
220.0,3535
220.0,3733
220.0,3487
220.0,3269
220.0,2843
220.0,3395
220.0,3099
220.0,3471
220.0,3199
220.0,2817
220.0,3223
220.0,3764
220.0,3822
220.0,3251
220.0,3550
220.0,3269
220.0,4078
220.0,3241
220.0,3583
220.0,3542
220.0,3560
220.0,2922
220.0,3188
220.0,3192
220.0,3878
220.0,3752
220.0,3572
220.0,3908
220.0,2923
731.0,315888
731.0,315888
731.0,319995
483.0,173079
483.0,211525
483.0,234945
483.0,184309
483.0,201213
483.0,199054
483.0,217310
483.0,228447
483.0,186925
483.0,200054
483.0,218310
483.0,187925
483.0,229447
63.0,2000
63.0,2000
63.0,2000
63.0,2000
63.0,2000
63.0,2000
651.0,295000
651.0,295000
651.0,295000
120.0,18405
197.0,21435
120.0,15685
120.0,16085
120.0,14455
120.0,14855
120.0,18805
120.0,14880
120.0,16110
120.0,18830
120.0,15810
120.0,14580
120.0,18530
197.0,21460
120.0,15660
120.0,19420
197.0,21610
120.0,14430
120.0,14130
120.0,15360
120.0,19120
200.0,4677
305.0,6175
305.0,8548
305.0,9567
200.0,5844
310.0,24035
200.0,25475
310.0,31215
200.0,18855
310.0,27145
310.0,32095
310.0,25995
310.0,28025
200.0,20050
200.0,26965
130.0,15650
130.0,17560
130.0,19925
130.0,20925
130.0,16450
130.0,18360
130.0,21165
130.0,20165
130.0,16690
130.0,18600
130.0,17800
130.0,15890
130.0,20265
130.0,16790
130.0,21265
130.0,17900
130.0,15990
130.0,18700
203.0,24165
203.0,23965
203.0,26290
203.0,22165
203.0,28090
203.0,25965
203.0,24230
203.0,22230
203.0,28230
203.0,24080
203.0,26380
203.0,26080
203.0,28460
203.0,24885
203.0,23035
203.0,26610
260.0,27705
260.0,27295
260.0,26115
260.0,27030
260.0,28620
260.0,28210
260.0,29270
260.0,27680
260.0,28860
260.0,2000
260.0,2000
260.0,2158
287.0,32100
287.0,29100
287.0,37700
287.0,39650
287.0,34050
365.0,42400
365.0,42600
287.0,32300
287.0,29600
287.0,34250
287.0,39750
287.0,37800
365.0,43030
287.0,40180
287.0,32730
287.0,38230
287.0,30025
287.0,34680
616.0,200500
616.0,215800
500.0,195100
500.0,201000
616.0,222300
350.0,36120
252.0,24370
252.0,24425
252.0,24775
160.0,18460
160.0,18960
160.0,23170
160.0,17170
160.0,23670
160.0,18515
160.0,23725
160.0,23225
160.0,19015
160.0,17225
160.0,21675
123.0,18175
160.0,16775
160.0,24075
160.0,23575
160.0,21175
160.0,19765
126.0,16699
126.0,13799
126.0,14499
126.0,15099
126.0,15999
126.0,15399
126.0,14699
126.0,15799
127.0,16349
127.0,14899
127.0,15399
127.0,15099
127.0,16499
127.0,15449
127.0,13999
127.0,14349
127.0,16049
127.0,14499
127.0,14949
127.0,15999
127.0,16949
127.0,15249
127.0,15849
127.0,15599
127.0,15589
127.0,16489
127.0,17689
127.0,16989
127.0,16089
127.0,16789
127.0,14489
127.0,15889
127.0,14989
127.0,15389
250.0,33095
170.0,25095
170.0,24595
170.0,28095
170.0,30095
170.0,22195
250.0,28495
170.0,23195
170.0,28795
170.0,25295
170.0,23395
250.0,29195
170.0,22395
250.0,33795
170.0,25795
170.0,30795
250.0,34295
170.0,25995
250.0,29295
170.0,25495
170.0,29195
170.0,31295
170.0,23595
170.0,22595
173.0,19590
173.0,19390
173.0,18590
201.0,20890
201.0,21890
145.0,17490
145.0,15890
173.0,19690
201.0,20590
201.0,21590
201.0,20690
145.0,15990
201.0,21990
201.0,21690
173.0,18090
173.0,20390
173.0,19890
145.0,17700
201.0,20990
173.0,19990
147.0,17500
147.0,19200
164.0,21200
147.0,16490
164.0,18090
201.0,25890
201.0,23690
164.0,21990
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
81.0,2000
200.0,24700
200.0,28500
200.0,27400
200.0,25800
200.0,31090
200.0,26000
200.0,24900
200.0,29990
200.0,25305
200.0,30610
200.0,29510
200.0,26405
174.0,24975
174.0,26370
174.0,31575
174.0,27775
174.0,26330
174.0,28330
174.0,25330
174.0,26830
174.0,26830
193.0,19650
201.0,29575
193.0,23655
201.0,26615
201.0,26665
201.0,23705
201.0,29575
201.0,19700
203.0,28440
203.0,30440
203.0,25040
203.0,26840
203.0,26440
203.0,28240
203.0,28355
203.0,26505
203.0,25105
203.0,30580
203.0,26955
203.0,28530
203.0,27770
203.0,29205
203.0,31055
203.0,25920
261.0,32560
152.0,20660
261.0,25510
261.0,34010
261.0,31510
261.0,32560
261.0,25860
261.0,26450
152.0,23020
261.0,27240
152.0,17990
261.0,30550
261.0,24190
261.0,23750
261.0,28050
152.0,21970
261.0,31360
261.0,24540
261.0,25400
261.0,25350
261.0,23610
261.0,28560
261.0,26310
261.0,22700
261.0,35260
261.0,24630
261.0,27630
261.0,31750
261.0,26750
261.0,25840
261.0,32890
261.0,24050
261.0,31840
261.0,24960
261.0,26640
261.0,35590
261.0,23000
261.0,32080
261.0,34360
261.0,28380
261.0,25680
261.0,23940
261.0,24520
261.0,31690
261.0,28910
261.0,35610
152.0,18290
152.0,23230
261.0,34340
261.0,28890
261.0,31710
261.0,27960
152.0,20960
152.0,22180
261.0,25750
261.0,32340
261.0,27320
261.0,26470
261.0,27650
261.0,29170
152.0,18390
152.0,22160
261.0,24950
261.0,26630
261.0,33390
261.0,35160
261.0,28750
152.0,23910
261.0,32580
261.0,29700
261.0,36410
261.0,25200
261.0,23900
261.0,24620
261.0,32510
152.0,22860
188.0,27380
188.0,26575
188.0,32330
188.0,31430
188.0,26480
188.0,25675
188.0,37020
188.0,31010
188.0,25675
188.0,26480
231.0,27830
231.0,32780
175.0,24035
231.0,30780
175.0,22500
231.0,31270
175.0,22750
175.0,24320
231.0,33270
231.0,28115
231.0,30610
231.0,27405
231.0,32610
175.0,22610
175.0,23610
231.0,36620
231.0,38620
275.0,39550
275.0,38050
303.0,42150
303.0,43600
303.0,42850
303.0,44300
320.0,49750
320.0,49850
320.0,50100
390.0,58400
390.0,59000
303.0,44050
303.0,42600
390.0,57600
303.0,43700
390.0,59800
303.0,52000
303.0,45150
325.0,53400
325.0,44950
390.0,61500
325.0,46400
382.0,115400
536.0,137100
416.0,119900
563.0,139900
621.0,217900
325.0,50200
325.0,45750
325.0,58000
325.0,51300
325.0,46650
343.0,61450
325.0,47900
325.0,52750
330.0,38600
330.0,43350
348.0,48900
330.0,40250
348.0,50800
330.0,37150
348.0,51700
330.0,37800
348.0,49800
330.0,40900
330.0,39250
330.0,44200
330.0,45500
330.0,42050
330.0,40400
348.0,53100
348.0,51200
328.0,41550
328.0,44150
328.0,39950
328.0,35800
328.0,37400
218.0,32000
328.0,40200
218.0,35000
218.0,33400
328.0,44750
328.0,41500
328.0,36900
218.0,33100
328.0,38500
328.0,41850
328.0,46050
328.0,45450
218.0,36100
328.0,40250
218.0,34500
328.0,37150
328.0,34550
328.0,32950
145.0,2251
145.0,2449
145.0,22195
145.0,21395
145.0,24895
145.0,24095
145.0,22195
145.0,21395
280.0,33250
298.0,33800
280.0,33200
280.0,31450
298.0,31200
275.0,33450
306.0,33450
306.0,33950
293.0,34050
306.0,31900
306.0,31450
306.0,32250
306.0,32250
306.0,34750
306.0,32700
306.0,33050
325.0,46950
325.0,54900
325.0,44350
330.0,37500
330.0,36050
330.0,39150
330.0,50550
330.0,40400
328.0,43350
328.0,33250
328.0,36050
328.0,43550
328.0,37000
328.0,34450
330.0,35650
330.0,36200
330.0,34900
328.0,33700
328.0,33250
328.0,34250
325.0,43850
328.0,35750
330.0,38700
330.0,37000
330.0,35900
325.0,43900
330.0,36650
106.0,14335
148.0,14775
173.0,18425
171.0,19850
148.0,15675
155.0,16980
155.0,20280
217.0,30210
252.0,26755
219.0,23100
252.0,26960
164.0,18765
164.0,20290
219.0,23100
252.0,28580
164.0,19275
221.0,24180
252.0,28960
219.0,24710
164.0,22220
217.0,32300
164.0,20490
164.0,21165
252.0,29060
221.0,24080
252.0,28480
219.0,24610
221.0,31870
164.0,21275
311.0,41400
420.0,54550
311.0,43900
361.0,29310
256.0,26910
355.0,31755
256.0,28250
415.0,37610
160.0,21599
160.0,23999
160.0,21599
160.0,23999
160.0,21899
160.0,24299
570.0,248000
560.0,225400
550.0,187900
570.0,237600
550.0,191900
560.0,202000
560.0,202000
560.0,225400
570.0,248000
550.0,191900
570.0,237600
550.0,209500
550.0,209500
550.0,191900
570.0,251600
550.0,191900
560.0,198900
570.0,256300
560.0,202000
570.0,241200
570.0,251600
570.0,241200
560.0,202000
560.0,225400
560.0,225400
348.0,29350
348.0,32150
274.0,26350
348.0,32150
348.0,34600
274.0,29300
348.0,33400
274.0,27200
348.0,27950
348.0,26750
348.0,34600
348.0,33400
348.0,29500
348.0,26950
348.0,34950
348.0,28150
348.0,29900
348.0,33750
333.0,35200
429.0,47400
420.0,51500
311.0,38000
311.0,40500
311.0,41250
311.0,38750
420.0,53850
404.0,77900
345.0,69800
404.0,76050
345.0,70600
404.0,78550
404.0,77200
404.0,79700
345.0,71600
563.0,286750
563.0,319400
563.0,295850
563.0,329325
563.0,250000
563.0,290000
563.0,296000
563.0,256650
563.0,263200
563.0,303300
240.0,63000
362.0,64550
429.0,88600
550.0,118160
550.0,119450
429.0,89950
362.0,65200
240.0,63600
429.0,89950
240.0,63600
362.0,65200
550.0,119450
208.0,31300
208.0,33300
355.0,48300
375.0,49580
208.0,32500
208.0,34500
375.0,49900
208.0,32850
208.0,34850
241.0,38950
241.0,40950
241.0,39150
241.0,41150
362.0,65100
577.0,109300
362.0,69650
577.0,110650
329.0,64600
550.0,99950
302.0,51100
577.0,107100
201.0,52500
302.0,53600
577.0,108840
550.0,101690
329.0,65650
302.0,52000
302.0,54500
200.0,25375
200.0,25375
200.0,24300
200.0,24300
200.0,24300
200.0,25375
200.0,24770
200.0,24770
200.0,25870
200.0,25870
200.0,26895
200.0,25795
200.0,26695
200.0,24845
200.0,26895
200.0,25795
200.0,27795
200.0,24845
200.0,27795
200.0,26695
200.0,23745
200.0,23745
302.0,37090
302.0,39090
200.0,38590
200.0,38980
302.0,39480
302.0,37480
302.0,37900
302.0,39900
200.0,39400
577.0,124100
449.0,93850
362.0,68700
170.0,26950
170.0,32890
170.0,30530
170.0,25850
170.0,29430
220.0,29280
220.0,32640
210.0,24785
210.0,28885
220.0,26280
210.0,25885
220.0,30380
220.0,29880
220.0,27380
220.0,30980
220.0,27980
210.0,29485
220.0,31540
210.0,25385
210.0,30045
220.0,26880
210.0,31145
210.0,27785
210.0,26485
210.0,28385
220.0,30620
210.0,26095
210.0,25595
210.0,29125
220.0,31220
220.0,27090
220.0,27590
220.0,31630
210.0,24995
210.0,30135
210.0,31235
220.0,32730
210.0,29725
210.0,28025
220.0,26490
220.0,30120
210.0,28625
210.0,26695
220.0,29520
220.0,28190
220.0,35195
210.0,25595
220.0,27995
220.0,34095
210.0,26095
210.0,26695
220.0,31990
220.0,30890
210.0,24995
220.0,29095
292.0,39090
292.0,36595
292.0,36750
292.0,38995
292.0,35650
292.0,37895
292.0,36755
292.0,35655
292.0,39375
292.0,40475
150.0,31445
170.0,22495
150.0,27995
170.0,21395
170.0,29345
170.0,26995
150.0,30345
150.0,24595
150.0,25695
150.0,29095
170.0,24995
170.0,27025
170.0,29385
170.0,22725
170.0,21625
170.0,22680
170.0,27030
170.0,21580
170.0,29970
150.0,26995
170.0,19295
150.0,23445
170.0,21295
170.0,17995
150.0,28395
170.0,24895
170.0,20995
150.0,29495
170.0,27395
150.0,22345
150.0,25895
170.0,22395
170.0,20395
170.0,20675
170.0,27425
170.0,19595
170.0,22625
170.0,18495
170.0,25225
170.0,20175
170.0,19575
170.0,21275
170.0,20995
170.0,22695
170.0,21595
170.0,19895
175.0,22940
175.0,21690
140.0,17070
170.0,21240
175.0,22940
175.0,21690
140.0,18890
140.0,17070
175.0,23530
175.0,22280
175.0,23530
170.0,21830
140.0,19555
175.0,22280
175.0,23750
175.0,22500
140.0,20090
283.0,30995
283.0,27395
283.0,21795
283.0,24245
283.0,28395
283.0,25245
283.0,25095
283.0,22595
283.0,28295
283.0,31495
283.0,26195
283.0,29395
283.0,29395
283.0,26695
283.0,32395
283.0,23995
260.0,24330
303.0,27330
200.0,21330
303.0,28815
260.0,24735
200.0,21815
200.0,22210
303.0,29325
166.0,23449
166.0,24949
166.0,19299
166.0,22549
166.0,22899
166.0,21099
166.0,23949
166.0,21399
166.0,25249
166.0,22299
166.0,19499
166.0,22849
166.0,23749
166.0,23799
166.0,25949
166.0,22349
166.0,19949
166.0,24449
158.0,2169
158.0,2266
150.0,2000
150.0,2048
150.0,2000
158.0,2055
158.0,2152
158.0,2234
158.0,2331
158.0,2267
395.0,98172
401.0,98872
401.0,104122
401.0,99900
454.0,143300
454.0,153400
444.0,138800
454.0,161070
454.0,182009
454.0,150465
444.0,145740
454.0,161070
454.0,150465
444.0,145740
454.0,182009
454.0,143400
454.0,126500
454.0,132825
454.0,165627
454.0,150570
454.0,150570
454.0,132825
454.0,165627
241.0,53285
241.0,45615
241.0,46310
241.0,53980
220.0,38875
220.0,38875
245.0,43150
245.0,45100
306.0,55070
306.0,48600
306.0,57330
306.0,50850
311.0,50000
311.0,54115
311.0,50470
311.0,50695
311.0,54810
311.0,50365
311.0,56555
300.0,3542
300.0,3741
300.0,3965
300.0,47975
300.0,51375
290.0,52375
338.0,60430
338.0,61330
338.0,63080
342.0,53470
342.0,54070
342.0,55370
467.0,84440
545.0,111510
545.0,115710
545.0,101770
600.0,149990
545.0,111510
600.0,149990
545.0,101770
565.0,109990
550.0,149995
550.0,149995
200.0,26275
200.0,31695
200.0,24595
200.0,25095
200.0,27375
200.0,31695
200.0,29995
200.0,29545
200.0,27845
200.0,31095
200.0,28445
200.0,27845
200.0,25095
200.0,24595
200.0,28945
200.0,23995
200.0,27375
200.0,29545
200.0,29995
200.0,23995
200.0,25695
200.0,26875
200.0,30595
200.0,30595
200.0,27975
200.0,26875
200.0,28445
200.0,25695
200.0,26275
200.0,28945
200.0,31095
200.0,27975
200.0,29895
200.0,29695
200.0,30795
200.0,25300
200.0,24200
200.0,25895
200.0,30995
200.0,30395
200.0,24200
200.0,28795
200.0,25095
200.0,28395
200.0,27295
200.0,28195
200.0,31495
200.0,28195
200.0,24795
200.0,26195
200.0,31495
200.0,24795
200.0,32095
200.0,25300
200.0,27895
200.0,30995
200.0,29295
200.0,29695
200.0,26195
200.0,32095
200.0,26795
200.0,25895
200.0,25095
200.0,26795
200.0,28395
200.0,27895
200.0,29295
200.0,27295
200.0,30795
200.0,30395
200.0,29895
200.0,28795
200.0,26195
200.0,29695
200.0,25095
200.0,30795
350.0,31795
400.0,32295
400.0,31290
301.0,49485
301.0,61115
301.0,50780
301.0,62155
301.0,51280
301.0,62980
263.0,46635
263.0,47315
263.0,47615
242.0,39290
242.0,30995
300.0,39560
242.0,33390
242.0,43130
300.0,41705
300.0,41705
239.0,33390
239.0,38365
239.0,35960
239.0,30750
300.0,36015
300.0,39205
239.0,30915
239.0,36355
300.0,35680
239.0,33485
155.0,20720
260.0,25135
155.0,18720
260.0,24815
155.0,19030
155.0,21030
155.0,20030
155.0,18720
260.0,26255
155.0,19720
155.0,19030
155.0,18720
155.0,19030
155.0,19720
280.0,47300
280.0,49790
280.0,47850
280.0,50340
280.0,50485
280.0,47870
270.0,34750
270.0,31070
270.0,44140
270.0,38050
270.0,41650
270.0,42680
270.0,32530
185.0,29765
270.0,33290
270.0,36590
270.0,40190
270.0,34395
270.0,38775
185.0,30490
270.0,42375
270.0,44990
270.0,33475
270.0,43530
270.0,32015
270.0,40915
270.0,35855
270.0,37315
93.0,2000
141.0,22065
141.0,23365
141.0,20015
141.0,25990
141.0,21315
141.0,24690
141.0,19215
141.0,21265
141.0,22215
141.0,23515
141.0,20165
141.0,26140
141.0,24840
141.0,19365
141.0,21465
141.0,21415
187.0,34650
187.0,37420
187.0,39100
187.0,36330
187.0,39800
187.0,37030
610.0,237250
610.0,238500
610.0,262350
580.0,199800
66.0,22995
66.0,22995
190.0,2288
190.0,2433
227.0,2648
227.0,2552
227.0,31790
227.0,29715
255.0,28750
255.0,29100
255.0,30600
170.0,42400
170.0,42400
170.0,42400
170.0,43600
106.0,16800
106.0,15700
111.0,28900
111.0,34600
201.0,29350
150.0,31750
150.0,29350
150.0,27050
201.0,34890
201.0,29900
201.0,29200
201.0,31890
201.0,32900
201.0,27900
201.0,32990
201.0,29290
201.0,31980
201.0,34980
201.0,27990
201.0,29990
300.0,26840
300.0,25830
300.0,30535
300.0,26840
300.0,25830
300.0,30535
300.0,26840
300.0,30535
300.0,25830
195.0,34465
195.0,27060
305.0,35440
305.0,30285
195.0,29310
195.0,27060
305.0,35540
305.0,30435
195.0,27095
195.0,29460
195.0,27095
305.0,35645
150.0,2000
150.0,2000
150.0,2000
265.0,28295
265.0,29295
305.0,36295
305.0,37645
305.0,34295
265.0,25795
265.0,29295
265.0,28295
265.0,25795
265.0,28495
265.0,29495
305.0,34495
265.0,25995
305.0,36495
265.0,25995
305.0,37845
265.0,28495
265.0,29495
148.0,21495
148.0,23295
148.0,20995
148.0,20995
148.0,22795
148.0,19695
148.0,18695
148.0,18195
148.0,22295
148.0,21995
148.0,19195
148.0,18295
148.0,21095
148.0,22095
148.0,21095
148.0,21595
148.0,19795
148.0,23595
148.0,19295
148.0,18795
148.0,22595
148.0,23095
152.0,18395
152.0,18895
152.0,21695
152.0,21195
152.0,24595
152.0,24095
152.0,22795
152.0,21995
152.0,19895
152.0,23295
152.0,19395
152.0,22495
137.0,18460
137.0,19200
98.0,23690
98.0,18500
98.0,20275
98.0,18500
98.0,21965
98.0,20275
98.0,21965
98.0,23690
98.0,22065
98.0,20375
98.0,23790
98.0,20375
98.0,18600
98.0,23790
98.0,18600
98.0,22065
98.0,22190
98.0,23915
98.0,18725
98.0,20500
140.0,2827
140.0,3000
140.0,2912
170.0,3381
170.0,3355
140.0,2799
140.0,3130
140.0,3012
170.0,3622
170.0,3652
140.0,3222
195.0,7398
140.0,3086
170.0,22600
140.0,21050
140.0,19400
140.0,20200
140.0,21600
140.0,21850
140.0,21000
140.0,22400
195.0,24450
140.0,20200
170.0,22300
244.0,27055
200.0,20810
234.0,22970
244.0,24875
200.0,21155
234.0,25415
244.0,25105
200.0,21385
215.0,2233
215.0,2484
215.0,2290
215.0,22515
215.0,26635
215.0,24270
215.0,28070
215.0,24580
215.0,23160
94.0,15495
94.0,17850
94.0,15665
94.0,15665
241.0,37325
241.0,37825
204.0,42610
204.0,42860
204.0,43360
204.0,35065
204.0,37525
204.0,36100
204.0,38635
204.0,36550
204.0,41440
204.0,39085
204.0,43690
215.0,31105
215.0,31105
215.0,29735
255.0,39700
255.0,40200
306.0,46890
306.0,47140
306.0,47640
306.0,39615
306.0,41850
306.0,40065
306.0,42300
306.0,43035
306.0,40870
416.0,61300
416.0,61750
416.0,63600
210.0,2000
210.0,2000
210.0,2000
210.0,2081
210.0,2032
210.0,2081
210.0,2000
210.0,25270
200.0,26195
210.0,24170
210.0,29525
200.0,27295
200.0,27295
200.0,28200
210.0,24170
210.0,26420
210.0,27520
200.0,29300
200.0,25045
200.0,29300
200.0,26195
210.0,28425
200.0,28200
200.0,23945
210.0,27520
210.0,28425
200.0,25045
200.0,23945
210.0,25270
